tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
lHand -0.144539 1.51434 -0.826845 0.145507 0.0198397 -0.648657 0.746778 1.04363
lForeArm -0.221473 1.52458 -0.438234 0.485864 0.493832 -0.404897 0.596761 1.04363
rHand -0.168209 1.46787 1.04247 -0.60947 -0.783045 0.123694 0.00933179 1.04363
rForeArm -0.22546 1.50254 0.660042 0.460251 0.56506 -0.508233 0.458884 1.04363
lFoot -0.196803 0.0567251 -0.123224 0.11776 0.0853442 -0.843594 0.516911 1.04363
rFoot -0.20165 0.0277791 0.283982 0.816722 0.566474 0.0229609 0.107448 1.04363
head -0.0994779 1.73196 0.124707 0.0669985 -0.697275 0.0637151 0.710816 1.04363
hip -0.217163 1.05896 0.273347 0.568711 0.798419 0.0310975 0.195267 1.04363
lHand -0.140699 1.51218 -0.825688 0.153299 0.0181549 -0.645453 0.748037 1.04363
lForeArm -0.222362 1.52122 -0.438385 0.491209 0.488521 -0.406389 0.595743 1.04363
rHand -0.159538 1.46028 1.04026 -0.610159 -0.781583 0.127584 0.023576 1.04363
rForeArm -0.224968 1.49727 0.658805 0.46204 0.564366 -0.517849 0.447038 1.04363
lFoot -0.19654 0.0563437 -0.122923 0.117526 0.0850476 -0.843792 0.516691 1.04363
rFoot -0.201446 0.027745 0.283848 0.817185 0.56594 0.0215826 0.107025 1.04363
head -0.0988352 1.73196 0.123996 0.0666706 -0.696938 0.0628795 0.711252 1.04363
hip -0.217358 1.05905 0.273165 0.569934 0.79782 0.0309053 0.194173 1.04363
lHand -0.135228 1.50996 -0.823801 0.165366 0.0132703 -0.635891 0.753737 1.04363
lForeArm -0.224728 1.5155 -0.438383 0.493705 0.484093 -0.403109 0.59951 1.04363
rHand -0.146733 1.45051 1.0358 -0.615084 -0.775098 0.137232 0.0454079 1.04363
rForeArm -0.224514 1.4908 0.657357 0.463758 0.563021 -0.52988 0.432623 1.04363
lFoot -0.19654 0.0563437 -0.122923 0.117526 0.0850476 -0.843792 0.516691 1.04363
rFoot -0.200904 0.0281732 0.283955 0.819231 0.563487 0.0178344 0.104998 1.04363
head -0.0982955 1.73199 0.12304 0.06652 -0.696579 0.062126 0.711683 1.04363
hip -0.217517 1.05916 0.273026 0.571155 0.797316 0.0305595 0.192704 1.04363
lHand -0.130689 1.50729 -0.822264 0.173455 0.00949092 -0.630037 0.756886 1.04363
lForeArm -0.22749 1.50928 -0.438028 0.492828 0.483653 -0.394323 0.606391 1.04363
rHand -0.135893 1.44171 1.03125 -0.61849 -0.769845 0.144901 0.0617484 1.04363
rForeArm -0.224538 1.48358 0.655645 0.462665 0.56384 -0.539434 0.420756 1.04363
lFoot -0.19654 0.0563437 -0.122923 0.117526 0.0850476 -0.843792 0.516691 1.04363
rFoot -0.200733 0.0282824 0.283966 0.820107 0.562459 0.0151081 0.104094 1.04363
head -0.0974195 1.73212 0.122561 0.066749 -0.696231 0.061563 0.712052 1.04363
hip -0.217571 1.05915 0.273035 0.572553 0.796818 0.0302089 0.190662 1.04363
lHand -0.125997 1.50354 -0.820214 0.179764 0.00561391 -0.624524 0.760015 1.04363
lForeArm -0.228932 1.50479 -0.437813 0.494694 0.481407 -0.390479 0.60914 1.04363
rHand -0.124165 1.4331 1.02602 -0.619982 -0.765097 0.156449 0.0759816 1.04363
rForeArm -0.224593 1.47691 0.653671 0.459518 0.566852 -0.545968 0.411632 1.04363
lFoot -0.196309 0.0555416 -0.120012 0.117495 0.0709341 -0.841174 0.523058 1.04363
rFoot -0.200818 0.0281674 0.283941 0.81996 0.562598 0.0149395 0.104526 1.04363
head -0.0966609 1.73225 0.121765 0.0668194 -0.695986 0.0612173 0.712314 1.04363
hip -0.21769 1.05919 0.272985 0.57384 0.796346 0.0300005 0.188784 1.04363
lHand -0.121828 1.49966 -0.8188 0.184807 0.00300253 -0.620971 0.76173 1.04363
lForeArm -0.231491 1.49812 -0.436946 0.495017 0.480435 -0.380517 0.615911 1.04363
rHand -0.112375 1.42446 1.02033 -0.618222 -0.762845 0.168779 0.0859228 1.04363
rForeArm -0.224652 1.4701 0.651537 0.45615 0.570795 -0.552791 0.400677 1.04363
lFoot -0.196113 0.055171 -0.119412 0.117272 0.0696764 -0.840912 0.523698 1.04363
rFoot -0.200988 0.0280201 0.283834 0.819929 0.5624 0.0157579 0.105707 1.04363
head -0.0958464 1.7324 0.120683 0.066805 -0.695561 0.0611474 0.712736 1.04363
hip -0.217476 1.05923 0.273261 0.575302 0.795956 0.0300248 0.185956 1.04363
lHand -0.116921 1.4947 -0.816234 0.18871 0.000545915 -0.617812 0.763346 1.04363
lForeArm -0.232964 1.49222 -0.435642 0.499398 0.475016 -0.376197 0.619223 1.04363
rHand -0.100282 1.41514 1.01318 -0.615571 -0.761152 0.180647 0.0953258 1.04363
rForeArm -0.224785 1.46236 0.648488 0.450393 0.578897 -0.556968 0.389629 1.04363
lFoot -0.202068 0.0521686 -0.12682 0.116067 0.0680776 -0.839534 0.52638 1.04363
rFoot -0.200897 0.0280427 0.283792 0.820092 0.562153 0.0154254 0.105802 1.04363
head -0.0948519 1.73254 0.119875 0.0662937 -0.695037 0.0616004 0.713256 1.04363
hip -0.21752 1.05931 0.273221 0.576732 0.795543 0.0297416 0.18332 1.04363
lHand -0.111925 1.48915 -0.812638 0.194086 -0.00324808 -0.613706 0.7653 1.04363
lForeArm -0.234565 1.48568 -0.434324 0.504132 0.468967 -0.373181 0.621817 1.04363
rHand -0.0887246 1.40529 1.00587 -0.610645 -0.761388 0.189397 0.107378 1.04363
rForeArm -0.224352 1.45511 0.645976 0.44546 0.58526 -0.560892 0.380047 1.04363
lFoot -0.202066 0.0516545 -0.126477 0.115817 0.0668455 -0.839287 0.526987 1.04363
rFoot -0.20083 0.0281429 0.283596 0.820674 0.561431 0.01358 0.105382 1.04363
head -0.0939277 1.73256 0.119036 0.0655541 -0.694473 0.0620132 0.713838 1.04363
hip -0.217297 1.05936 0.273521 0.578386 0.795159 0.0290204 0.179857 1.04363
lHand -0.106708 1.48324 -0.809211 0.200455 -0.00974806 -0.608878 0.767457 1.04363
lForeArm -0.236341 1.47926 -0.433015 0.508882 0.463316 -0.370249 0.623933 1.04363
rHand -0.0776768 1.39494 0.998991 -0.606607 -0.761142 0.195229 0.120732 1.04363
rForeArm -0.223715 1.44738 0.643154 0.439751 0.592899 -0.564792 0.368917 1.04363
lFoot -0.202065 0.051155 -0.126144 0.115575 0.0656485 -0.839045 0.527576 1.04363
rFoot -0.200454 0.0283139 0.283589 0.821585 0.560305 0.0110607 0.104569 1.04363
head -0.0930471 1.73255 0.117946 0.0642837 -0.693871 0.0623837 0.714506 1.04363
hip -0.216967 1.05943 0.273898 0.580061 0.794761 0.0279629 0.176356 1.04363
lHand -0.10156 1.47778 -0.805758 0.207151 -0.0165849 -0.604069 0.769359 1.04363
lForeArm -0.237861 1.47223 -0.431895 0.514707 0.456556 -0.368067 0.625427 1.04363
rHand -0.0658982 1.38266 0.990765 -0.604095 -0.760007 0.197705 0.13554 1.04363
rForeArm -0.222881 1.44 0.640316 0.43648 0.597431 -0.571286 0.355238 1.04363
lFoot -0.202063 0.0506532 -0.12581 0.115331 0.0644467 -0.8388 0.528166 1.04363
rFoot -0.200203 0.028443 0.283716 0.822692 0.558988 0.00775026 0.103198 1.04363
