tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
lFoot -0.0191066 0.0864536 -0.321187 0.0431396 0.137663 -0.851162 0.504688 1.07077
rFoot -0.0628514 0.0381081 0.0226986 0.849602 0.505229 -0.051964 0.142195 1.07077
head 0.211732 1.69136 -0.189098 0.0138852 -0.686946 -0.0640284 0.723749 1.07077
hip 0.00834918 1.03014 -0.0399311 -0.718776 -0.684972 0.111649 0.0413341 1.07077
lHand -0.013042 1.39192 -1.15832 0.0924935 0.0010781 -0.639267 0.763401 1.07077
lForeArm 0.002316 1.46636 -0.777839 0.455087 0.397208 -0.624219 0.495452 1.07077
rHand -0.050478 1.42956 0.717173 0.608542 0.766249 -0.0944796 0.183339 1.07077
rForeArm -0.00725532 1.46184 0.346066 0.600806 0.470033 -0.257994 0.592908 1.07077
lFoot -0.019068 0.0863492 -0.321071 0.0423612 0.137303 -0.851842 0.503704 1.07077
rFoot -0.0626936 0.0384125 0.0224619 0.849797 0.504619 -0.0526099 0.142958 1.07077
head 0.214192 1.69063 -0.19181 0.0147053 -0.6873 -0.0658619 0.723232 1.07077
hip 0.00694048 1.02996 -0.0424922 -0.71997 -0.684623 0.107083 0.0383157 1.07077
lHand -0.0128145 1.39097 -1.16088 0.092097 0.0012207 -0.6398 0.763002 1.07077
lForeArm 0.00324631 1.46568 -0.780813 0.454444 0.396598 -0.625733 0.49462 1.07077
rHand -0.0493898 1.42812 0.713745 0.612556 0.763531 -0.0953395 0.180848 1.07077
rForeArm -0.00665367 1.46097 0.342902 0.601936 0.469133 -0.259142 0.591974 1.07077
lFoot -0.0196276 0.0858794 -0.321399 0.0368337 0.138154 -0.850198 0.506675 1.07077
rFoot -0.062819 0.0385894 0.0222585 0.849589 0.504574 -0.0535718 0.143993 1.07077
head 0.216634 1.68975 -0.19411 0.0150357 -0.687753 -0.0674636 0.722647 1.07077
hip 0.00581706 1.02967 -0.0444453 -0.721004 -0.68405 0.104351 0.0365971 1.07077
lHand -0.01254 1.3901 -1.16349 0.0920665 0.000742525 -0.639799 0.763008 1.07077
lForeArm 0.00424767 1.4648 -0.783298 0.454108 0.395946 -0.62718 0.493617 1.07077
rHand -0.0484633 1.42682 0.710937 0.614614 0.762171 -0.0960448 0.179222 1.07077
rForeArm -0.00595379 1.46024 0.339824 0.604231 0.467244 -0.260841 0.590381 1.07077
lFoot -0.0195706 0.0857904 -0.321517 0.0325303 0.138602 -0.849749 0.5076 1.07077
rFoot -0.0626446 0.0386932 0.0219951 0.849774 0.503842 -0.0544286 0.145138 1.07077
head 0.219043 1.68902 -0.196926 0.015033 -0.688177 -0.0694637 0.722053 1.07077
hip 0.00445724 1.02936 -0.0466433 -0.722381 -0.683154 0.10104 0.0354633 1.07077
lHand -0.0121572 1.38911 -1.16626 0.0914347 0.000172633 -0.64086 0.762193 1.07077
lForeArm 0.00521851 1.46404 -0.785934 0.453654 0.395267 -0.628749 0.492582 1.07077
rHand -0.0477456 1.42554 0.707796 0.618043 0.759804 -0.0960751 0.177454 1.07077
rForeArm -0.00529134 1.45954 0.336891 0.606288 0.465578 -0.261669 0.58922 1.07077
lFoot -0.0197034 0.0853815 -0.321832 0.0301827 0.138136 -0.848941 0.509222 1.07077
rFoot -0.0624121 0.0390676 0.0217826 0.849524 0.503954 -0.055337 0.145863 1.07077
head 0.221546 1.68814 -0.199607 0.0145002 -0.688455 -0.0709019 0.721659 1.07077
hip 0.00338435 1.02901 -0.0489652 -0.72366 -0.682228 0.0983937 0.0346299 1.07077
lHand -0.011747 1.38804 -1.16873 0.0908512 -0.000322968 -0.642384 0.760979 1.07077
lForeArm 0.00626755 1.46331 -0.788379 0.45363 0.394938 -0.629749 0.49159 1.07077
rHand -0.0474755 1.42434 0.704843 0.620939 0.757834 -0.0959963 0.175807 1.07077
rForeArm -0.00457788 1.45896 0.333939 0.608548 0.463824 -0.261639 0.588287 1.07077
lFoot -0.0198432 0.085196 -0.321997 0.0283151 0.137383 -0.848801 0.509766 1.07077
rFoot -0.0623331 0.039309 0.0214057 0.849272 0.503946 -0.0562426 0.147009 1.07077
head 0.224286 1.68712 -0.201955 0.0134618 -0.688758 -0.0717886 0.721302 1.07077
hip 0.00230789 1.02868 -0.0509624 -0.725168 -0.680983 0.0959578 0.0344429 1.07077
