tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
lForeArm -0.0370529 1.46941 -0.601459 0.446536 0.449852 -0.489008 0.599258 1.04192
rHand -0.0816309 1.49443 0.905776 0.66241 0.733543 -0.132002 0.0755208 1.04192
rForeArm -0.0717617 1.50611 0.536873 0.487449 0.554937 -0.414731 0.531448 1.04192
lFoot -0.0469613 0.0108534 -0.194996 0.116202 0.104588 -0.815813 0.556783 1.04192
rFoot -0.0613722 -0.0033586 0.167084 0.81058 0.562736 0.0178561 0.16115 1.04192
head 0.0537113 1.69705 -0.0321836 0.085176 -0.692032 0.0612077 0.714207 1.04192
hip -0.0271859 1.02098 0.142502 0.759728 0.634478 0.015624 0.141447 1.04192
lHand 0.0114181 1.42928 -0.95539 0.243039 -0.0479455 -0.533307 0.808837 1.04192
lForeArm -0.0375814 1.46848 -0.601586 0.446433 0.450608 -0.487424 0.600057 1.04192
rHand -0.0815179 1.49371 0.905873 0.661213 0.734602 -0.132088 0.0755676 1.04192
rForeArm -0.0718416 1.50552 0.53686 0.486996 0.555625 -0.414812 0.531081 1.04192
lFoot -0.0468881 0.0109541 -0.194933 0.116558 0.104623 -0.815966 0.556478 1.04192
rFoot -0.0612563 -0.00346529 0.167249 0.810486 0.563131 0.0180965 0.160211 1.04192
head 0.0538657 1.69712 -0.0319388 0.0850313 -0.69212 0.0608351 0.71417 1.04192
hip -0.0271138 1.02077 0.142413 0.759752 0.634659 0.0153367 0.140532 1.04192
lHand 0.0114906 1.42918 -0.955277 0.244311 -0.0460703 -0.527587 0.812306 1.04192
lForeArm -0.037966 1.46751 -0.601452 0.445676 0.451539 -0.486018 0.601059 1.04192
rHand -0.0815171 1.49317 0.905706 0.657231 0.737979 -0.132823 0.0761096 1.04192
rForeArm -0.0721643 1.50479 0.536808 0.485757 0.556464 -0.414272 0.531759 1.04192
lFoot -0.0468946 0.0110266 -0.194889 0.116702 0.104682 -0.816027 0.556347 1.04192
rFoot -0.0612271 -0.00342417 0.167185 0.810546 0.563272 0.0179779 0.159427 1.04192
head 0.053936 1.6972 -0.0320342 0.0847248 -0.692204 0.060647 0.714141 1.04192
hip -0.0271218 1.02054 0.142343 0.759677 0.634973 0.0154384 0.139506 1.04192
